--------- beginning of system
11-21 15:00:21.043 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_934, appType = 1, type = SVC_REQ, clientId = 0, token = 2830, payloadLen = 20, result = 0, payload.size() = 20
11-21 15:00:21.047 D/commandrouter( 1006): mcu_healthcheck_934 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 2830, service client ID = 5, token ID = 10826, result = 0
11-21 15:00:21.628 I/chatty  ( 1186): uid=1000(system) android.ui expire 11 lines
11-21 15:09:21.122 D/commandrouter( 1006): mcu_healthcheck_934 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 2839, service client ID = 5, token ID = 10854, result = 0
11-21 15:09:21.132 I/chatty  ( 1186): uid=1000(system) android.fg expire 10 lines
11-21 15:09:21.136 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 29 lines
11-21 15:09:23.370 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49807
11-21 15:09:23.371 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49807, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:09:30.377 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5679, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:09:30.380 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5679, service client ID = 40, token ID = 10855, result = 0
11-21 15:09:30.381 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:09:30.620 I/chatty  ( 1186): uid=1000(system) android.ui expire 13 lines
11-21 15:09:33.361 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49808
11-21 15:09:33.362 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49808, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:09:40.008 I/chatty  ( 1186): uid=1000(system) android.display expire 7 lines
11-21 15:09:41.005 I/chatty  ( 1186): uid=1000(system) WifiP2pService expire 8 lines
11-21 15:09:41.007 I/chatty  ( 1186): uid=1000(system) ActivityManager expire 4 lines
11-21 15:09:41.180 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:09:42.784 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:09:42.784 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:09:42.784 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:09:42.784 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:09:42.962 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 16 lines
11-21 15:09:43.360 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49809
11-21 15:09:43.360 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49809, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:09:49.649 I/chatty  ( 1186): uid=1000(system) android.bg expire 1 line
11-21 15:09:53.363 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49810
11-21 15:09:53.364 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49810, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:10:00.382 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5680, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:10:00.385 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5680, service client ID = 40, token ID = 10856, result = 0
11-21 15:10:00.385 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:10:03.367 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49811
11-21 15:10:03.367 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49811, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:10:10.641 I/chatty  ( 1186): uid=1000 system_server expire 1 line
11-21 15:10:12.588 I/wificond(  911): Fail RSSI polling because wifi is not associated.
11-21 15:10:12.840 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:10:12.840 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:10:12.840 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:10:12.840 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:10:13.367 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49812
11-21 15:10:13.367 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49812, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:10:21.123 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_934, appType = 1, type = SVC_REQ, clientId = 0, token = 2840, payloadLen = 20, result = 0, payload.size() = 20
11-21 15:10:21.126 D/commandrouter( 1006): mcu_healthcheck_934 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 2840, service client ID = 5, token ID = 10857, result = 0
11-21 15:10:23.369 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49813
11-21 15:10:23.369 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49813, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:10:23.628 I/chatty  ( 1186): uid=1000(system) android.ui expire 13 lines
11-21 15:10:30.386 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5681, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:10:30.389 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5681, service client ID = 40, token ID = 10858, result = 0
11-21 15:10:30.390 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:10:31.799 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:10:32.288 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 32 lines
11-21 15:10:33.366 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49814
11-21 15:10:33.367 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49814, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:10:33.388 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:10:33.388 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:10:33.388 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:10:33.388 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:10:43.365 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49815
11-21 15:10:43.365 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49815, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:10:53.364 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49816
11-21 15:10:53.365 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49816, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:10:55.365 I/chatty  ( 1186): uid=1000(system) Binder:1186_5 expire 6 lines
11-21 15:11:00.391 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5682, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:11:00.394 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5682, service client ID = 40, token ID = 10859, result = 0
11-21 15:11:00.397 D/mculinkhealth( 1029): isMcuReachable 1 (5 ms)
11-21 15:11:01.451 I/chatty  ( 1186): uid=1000(system) DeviceStorageMo expire 4 lines
11-21 15:11:03.373 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49817
11-21 15:11:03.373 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49817, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:11:03.383 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 10 lines
11-21 15:11:03.952 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:11:03.952 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:11:03.952 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:11:03.952 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:11:13.356 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49818
11-21 15:11:13.357 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49818, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:11:18.149 I/chatty  ( 1186): uid=1000 system_server expire 1 line
11-21 15:11:21.127 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_934, appType = 1, type = SVC_REQ, clientId = 0, token = 2841, payloadLen = 20, result = 0, payload.size() = 20
11-21 15:11:21.130 D/commandrouter( 1006): mcu_healthcheck_934 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 2841, service client ID = 5, token ID = 10860, result = 0
11-21 15:11:22.789 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:11:23.352 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49819
11-21 15:11:23.352 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49819, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:11:23.410 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 38 lines
11-21 15:11:24.491 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:11:24.491 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:11:24.491 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:11:24.491 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:11:30.397 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5683, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:11:30.402 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5683, service client ID = 40, token ID = 10861, result = 0
11-21 15:11:30.402 D/mculinkhealth( 1029): isMcuReachable 1 (5 ms)
11-21 15:11:33.347 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49820
11-21 15:11:33.348 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49820, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:11:42.780 I/chatty  ( 1186): uid=1000(system) android.ui expire 12 lines
11-21 15:11:43.339 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49821
11-21 15:11:43.340 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49821, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:11:46.238 I/chatty  ( 1186): uid=1000(system) Binder:1186_7 expire 1 line
11-21 15:11:48.777 I/chatty  ( 1186): uid=1000(system) LazyTaskWriterT expire 3 lines
11-21 15:11:53.332 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49822
11-21 15:11:53.332 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49822, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:11:54.876 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:11:54.876 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:11:54.876 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:11:54.876 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:11:54.896 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 28 lines
11-21 15:12:00.403 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5684, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:12:00.406 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5684, service client ID = 40, token ID = 10862, result = 0
11-21 15:12:00.406 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:12:03.325 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49823
11-21 15:12:03.326 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49823, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:12:13.319 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49824
11-21 15:12:13.319 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49824, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:12:13.540 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:12:15.049 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:12:15.049 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:12:15.049 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:12:15.049 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:12:15.264 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 13 lines
11-21 15:12:21.132 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_934, appType = 1, type = SVC_REQ, clientId = 0, token = 2842, payloadLen = 20, result = 0, payload.size() = 20
11-21 15:12:21.135 D/commandrouter( 1006): mcu_healthcheck_934 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 2842, service client ID = 5, token ID = 10863, result = 0
11-21 15:12:23.313 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49825
11-21 15:12:23.313 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49825, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:12:30.407 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5685, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:12:30.411 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5685, service client ID = 40, token ID = 10864, result = 0
11-21 15:12:30.411 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:12:33.308 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49826
11-21 15:12:33.309 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49826, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:12:33.720 I/chatty  ( 1186): uid=1000(system) android.ui expire 4 lines
11-21 15:12:37.235 I/chatty  ( 1186): uid=1000(system) Binder:1186_17 expire 1 line
11-21 15:12:37.381 I/chatty  ( 1186): uid=1000(system) Binder:1186_A expire 3 lines
11-21 15:12:39.646 I/chatty  ( 1186): uid=1000(system) LazyTaskWriterT expire 1 line
11-21 15:12:43.315 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49827
11-21 15:12:43.315 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49827, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:12:44.085 I/chatty  ( 1186): uid=1000 system_server expire 1 line
11-21 15:12:45.113 I/chatty  ( 1186): uid=1000(system) android.display expire 1 line
11-21 15:12:45.846 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:12:45.846 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:12:45.846 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:12:45.847 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:12:45.865 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 2 lines
11-21 15:12:46.150 I/chatty  ( 1186): uid=1000(system) android.fg expire 1 line
11-21 15:12:49.972 I/chatty  ( 1186): uid=1000(system) android.ui expire 8 lines
11-21 15:12:53.320 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49828
11-21 15:12:53.320 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49828, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:12:54.546 I/chatty  ( 1186): uid=1000(system) LazyTaskWriterT expire 1 line
11-21 15:12:57.151 I/chatty  ( 1186): uid=1000(system) Binder:1186_6 expire 1 line
11-21 15:12:57.286 I/chatty  ( 1186): uid=1000(system) Binder:1186_17 expire 3 lines
11-21 15:13:00.412 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5686, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:13:00.415 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5686, service client ID = 40, token ID = 10865, result = 0
11-21 15:13:00.415 D/mculinkhealth( 1029): isMcuReachable 1 (3 ms)
11-21 15:13:00.909 I/chatty  ( 1186): uid=1000(system) LazyTaskWriterT expire 1 line
11-21 15:13:01.698 I/chatty  ( 1186): uid=1000(system) DeviceStorageMo expire 2 lines
11-21 15:13:03.323 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49829
11-21 15:13:03.323 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49829, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:13:03.474 I/chatty  ( 1186): uid=1000(system) android.display expire 1 line
11-21 15:13:04.473 I/chatty  ( 1186): uid=1000(system) WifiP2pService expire 2 lines
11-21 15:13:04.474 I/chatty  ( 1186): uid=1000(system) ActivityManager expire 1 line
11-21 15:13:04.618 W/wificond(  911): Scan is not started. Ignore abort request
11-21 15:13:05.007 I/chatty  ( 1186): uid=1000(system) WifiHandlerThre expire 1 line
11-21 15:13:05.096 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 29 lines
11-21 15:13:06.067 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:13:06.067 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:13:06.067 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:13:06.067 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
11-21 15:13:06.190 I/chatty  ( 1186): uid=1000(system) android.fg expire 1 line
11-21 15:13:06.307 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 3 lines
11-21 15:13:13.327 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49830
11-21 15:13:13.328 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49830, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:13:21.136 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_934, appType = 1, type = SVC_REQ, clientId = 0, token = 2843, payloadLen = 20, result = 0, payload.size() = 20
11-21 15:13:21.139 D/commandrouter( 1006): mcu_healthcheck_934 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 2843, service client ID = 5, token ID = 10866, result = 0
11-21 15:13:23.327 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49831
11-21 15:13:23.328 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49831, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:13:24.729 I/chatty  ( 1186): uid=1000(system) android.ui expire 4 lines
11-21 15:13:28.216 I/chatty  ( 1186): uid=1000(system) Binder:1186_6 expire 4 lines
11-21 15:13:30.416 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = mcu_healthcheck_1029, appType = 1, type = SVC_REQ, clientId = 0, token = 5687, payloadLen = 12, result = 0, payload.size() = 12
11-21 15:13:30.420 D/commandrouter( 1006): mcu_healthcheck_1029 (1, merlot:mcu_health:control): <ServiceResponse> FORWARDED (remote -> local) CR token ID = 5687, service client ID = 40, token ID = 10867, result = 0
11-21 15:13:30.421 D/mculinkhealth( 1029): isMcuReachable 1 (4 ms)
11-21 15:13:31.169 I/chatty  ( 1186): uid=1000(system) LazyTaskWriterT expire 1 line
11-21 15:13:33.326 D/commandrouter( 1006): rtc_sync (1, rtc:sync): <ServiceRequest> FORWARDED (remote -> local) service client ID = 0, token ID = 49832
11-21 15:13:33.326 D/commandrouter( 1006): SocServiceHandle::onServiceMessage, SoC Service = rtc_sync, appType = 1, type = SVC_RESP, clientId = 0, token = 49832, payloadLen = 8, result = 0, payload.size() = 8
11-21 15:13:36.064 I/chatty  ( 1186): uid=1000(system) ConnectivitySer expire 1 line
11-21 15:13:36.071 W/ContextImpl( 1186): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcastMultiplePermissions:1143 android.content.Context.sendBroadcastWithMultiplePermissions:2150 com.android.server.display.WifiDisplayAdapter.handleSendStatusChangeBroadcast:440 com.android.server.display.WifiDisplayAdapter.access$1700:63 com.android.server.display.WifiDisplayAdapter$WifiDisplayHandler.handleMessage:675 
11-21 15:13:36.600 D/ConnectivityService( 1186): [221 WIFI] EVENT_NETWORK_INFO_CHANGED, going from CONNECTED to DISCONNECTED
11-21 15:13:36.600 D/ConnectivityService( 1186): [221 WIFI] disconnected, was satisfying 27
11-21 15:13:36.697 I/Nat464Xlat( 1186): Android Xlat is disabled
11-21 15:13:36.700 I/Nat464Xlat( 1186): Android Xlat is disabled
11-21 15:13:36.721 D/ConnectivityService( 1186): Sending DISCONNECTED broadcast for type 1 [221 WIFI] isDefaultNetwork=true
11-21 15:13:36.737 D/ConnectivityService( 1186): NetReassign [44 : null → 101, 11 : null → 101, 63 : null → 101, 2885 : null → 101, 2235 : null → 101, 2877 : null → 101, 17 : null → 101, 25 : null → 101, 1438 : null → 101, 1 : null → 101, 2887 : null → 101, 8 : null → 101, 12 : null → 101, 14 : null → 101, 16 : null → 101, 22 : null → 101]
11-21 15:13:36.750 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'INTERFACE' not found
11-21 15:13:36.750 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'STATE' not found
11-21 15:13:36.750 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'TIME_NS' not found
11-21 15:13:36.750 E/NetlinkEvent(  462): NetlinkEvent::FindParam(): Parameter 'UID' not found
